OUTCOME;P_0;P_1;score
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
1;0.9559318234;0.0440681766;21.6921120217
1;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9559318234;0.0440681766;21.6921120217
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
1;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9568374871;0.0431625129;22.1682525602
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9574878504;0.0425121496;22.5226872649
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
1;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9577294315;0.0422705685;22.6571220943
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
1;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9583669398;0.0416330602;23.0193729502
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
1;0.9592246932;0.0407753068;23.524646863
1;0.9592246932;0.0407753068;23.524646863
1;0.9592246932;0.0407753068;23.524646863
1;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9592246932;0.0407753068;23.524646863
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
1;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9598405962;0.0401594038;23.9007680737
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
0;0.9604475797;0.0395524203;24.2829028518
