Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
37,173600,80,736,0,645,2080,85000,85000,0.310096,Active,0,PA,"44,286",1
58,173850,95,760,0,726,1646,85000,85000,0.441069,Active,0,CO,"51,022",1
37,95200,80,658,0,1035,2500,85000,85000,0.414,Active,0,VA,"53,275",1
36,116500,98,551,1,1451,5000,90000,85000,0.2902,Active,0,TN,"38,550",1
37,303700,90,695,0,0,5025,85000,85000,0,Active,0,MO,"43,988",1
31,193903,97,738,0,1890,2917,86000,85000,0.647926,Active,0,TX,"41,275",1
37,60000,100,736,1,1597,2690,125549,85000,0.59368,Active,0,PA,"44,286",0
37,149116,95,679,1,1753,3125,85000,85000,0.56096,Active,0,FL,"40,171",1
37,127200,80,656,0,962,2830,85000,85000,0.339929,Active,0,PA,"44,286",1
37,142000,59,547,1,2545,4499,85000,85000,0.565681,Active,0,OH,"44,160",1
37,287000,70,761,0,3702,9273,87000,85000,0.399224,Active,0,NJ,"56,772",1
37,142500,95,658,0,1252,3466,95000,85000,0.361223,Active,0,OH,"44,160",1
48,39360,80,688,0,841,5900,87000,85000,0.142542,Active,0,TX,"41,275",0
47,157950,90,697,1,1228,2773,85000,85000,0.442842,Active,0,FL,"40,171",1
41,175000,100,772,0,2153,2600,86000,85000,0.828077,Active,0,FL,"40,171",1
34,161469,95,670,1,939,2349,85000,85000,0.399745,Active,0,AZ,"42,590",1
36,261000,90,619,0,700,1750,85000,85000,0.4,Active,0,AZ,"42,590",1
48,120600,90,786,0,734,2093,86500,85000,0.350693,Active,0,NE,"44,623",1
26,147950,90,716,1,990,2329,85000,85000,0.425075,Active,0,NC,"39,000",1
37,211950,90,721,0,1284,2075,86000,85000,0.618795,Active,0,UT,"50,614",1
37,162000,93,621,1,1197,2704,85000,85000,0.442678,Active,0,PA,"44,286",1
37,82650,95,761,0,666,2003,93000,85000,0.332501,Active,0,MI,"44,476",0
29,200500,85,557,0,785,2474,89500,85000,0.3173,Active,0,AL,"38,111",1
37,140000,71,682,0,861,1794,87000,85000,0.479933,Active,0,NY,"44,228",1
34,242250,95,669,0,1024,2798,85000,85000,0.365976,Active,0,WI,"47,220",1
46,115000,68,783,0,1587,3570,95000,85000,0.444538,Active,0,GA,"43,217",1
24,196400,80,572,1,624,1782,90000,85000,0.350168,Active,0,LA,"35,523",1
53,90400,80,666,1,693,2385,85000,85000,0.290566,Active,0,OH,"44,160",1
37,243000,100,639,1,1134,2666,85000,85000,0.425356,Active,0,TX,"41,275",1
37,192141,90,639,1,601,1821,81000,85000,0.330038,Active,0,IN,"43,003",1
37,215000,86,776,0,1337,2253,92000,85000,0.593431,Active,0,OH,"44,160",1
38,240000,80,769,0,565,1949,85000,85000,0.289892,Active,0,DE,"50,152",1
30,111000,80,900,0,428,1733,85000,85000,0.246971,Active,0,NC,"39,000",1
37,160000,80,747,0,1028,2477,85500,85000,0.415018,Active,0,LA,"35,523",1
42,201566,95,759,1,1038,2500,88000,85000,0.4152,Active,0,IL,"45,787",1
30,319700,80,785,0,748,1547,85000,85000,0.483516,Active,0,LA,"35,523",1
64,193000,58,674,1,740,2304,89000,85000,0.321181,Active,0,CO,"51,022",1
37,82240,100,784,0,1428,3530,87000,85001,0.404533,Active,0,NE,"44,623",0
42,259560,80,657,1,915,2415,85020,85020,0.378882,Active,0,FL,"40,171",1
31,181975,100,793,0,632,2793,86000,85240,0.22628,Active,0,NC,"39,000",1
37,213750,95,678,1,1044,2364,86000,85387,0.441624,Active,0,AZ,"42,590",1
30,148200,95,775,0,744,2773,93000,85423,0.268301,Active,0,CA,"49,894",1
39,164500,100,682,0,1326,3285,88000,85500,0.403653,Active,0,KS,"43,725",1
28,135502,102,699,0,1240,3350,86000,85500,0.370149,Active,0,PA,"44,286",1
27,348000,80,776,0,989,2166,85500,85500,0.456602,Active,0,AR,"33,948",1
37,264000,80,649,1,868,1690,87500,85500,0.513609,Active,0,FL,"40,171",1
23,144000,90,779,0,1046,3209,85500,85500,0.325958,Active,0,WA,"48,688",1
37,120000,100,697,1,951,2833,86000,85500,0.335687,Active,0,FL,"40,171",1
36,150000,89,675,1,1160,2244,86000,85500,0.516934,Active,0,OH,"44,160",1
45,112000,100,706,1,1326,4833,86000,85570,0.274364,Active,0,CT,"55,970",1
53,114400,80,575,1,929,1638,87000,85611,0.567155,Active,0,FL,"40,171",1
37,190000,100,687,1,1246,4050,98000,85860,0.307654,Active,0,NY,"44,228",1
36,315000,100,753,1,689,1917,87000,85900,0.359416,Active,0,LA,"35,523",1
51,165952,102,682,0,628,1972,91000,85900,0.318458,Active,0,MS,"33,659",1
37,153000,100,694,0,0,3000,86000,85900,0,Active,0,FL,"40,171",1
44,252600,90,699,0,790,2000,85900,85900,0.395,Active,0,FL,"40,171",1
29,174000,100,776,0,860,4044,86000,86000,0.212661,Active,0,GA,"43,217",1
28,156800,99,670,1,946,2390,86000,86000,0.395816,Active,0,KY,"37,396",1
37,79500,99,793,0,1093,3368,87000,86000,0.324525,Active,0,NM,"37,587",0
34,166250,95,660,1,740,1929,87000,86000,0.383618,Active,0,NC,"39,000",1
30,292565,102,658,0,1173,2293,88500,86000,0.511557,Active,0,OH,"44,160",1
41,248167,102,695,1,1526,3640,87000,86000,0.419231,Active,0,MI,"44,476",1
37,215800,100,617,1,1102,1932,88000,86000,0.570393,Active,0,FL,"40,171",1
33,154350,95,635,1,909,2291,86000,86000,0.39677,Active,0,FL,"40,171",1
40,246050,95,790,0,719,3506,87000,86000,0.205077,Active,0,MS,"33,659",1
36,166100,95,679,1,995,2500,86000,86000,0.398,Active,0,NC,"39,000",1
42,142400,95,730,0,1166,2707,87000,86000,0.430735,Active,0,TX,"41,275",1
37,119250,100,787,0,1383,4070,104000,86000,0.339803,Active,0,OK,"38,281",1
37,208000,80,619,0,609,2912,90000,86000,0.209135,Active,0,GA,"43,217",1
70,102500,33,607,0,986,2306,91000,86000,0.42758,Active,0,WI,"47,220",1
37,267900,100,688,0,1329,2786,86001,86001,0.477028,Active,0,MO,"43,988",1
28,176220,95,636,0,1850,3534,89000,86001,0.523486,Active,0,FL,"40,171",1
26,164000,100,700,0,1131,2583,96000,86450,0.437863,Active,0,TX,"41,275",1
21,190000,100,632,1,2017,2773,87000,86500,0.727371,Active,0,FL,"40,171",1
30,175000,100,700,1,1226,2043,86500,86500,0.600098,Active,0,TX,"41,275",1
30,151750,80,692,0,870,2719,87000,86500,0.319971,Active,0,PA,"44,286",1
35,209250,97,692,0,1175,2850,90000,86900,0.412281,Active,0,MI,"44,476",1
37,206000,100,649,1,1359,1956,87000,86900,0.694785,Active,0,FL,"40,171",1
37,155000,94,701,1,936,1702,90000,86900,0.549941,Active,0,GA,"43,217",1
24,131900,100,637,0,1557,5442,87000,87000,0.286108,Active,0,AR,"33,948",1
24,72000,100,695,1,2268,2430,87000,87000,0.933333,Active,0,TX,"41,275",0
47,134600,100,643,1,1689,3533,90000,87000,0.478064,Active,0,TX,"41,275",1
37,260000,80,659,0,2306,5025,90000,87000,0.458934,Active,0,PA,"44,286",1
37,249350,90,590,1,661,1388,89000,87000,0.476225,Active,0,OH,"44,160",1
37,125400,95,702,0,1979,3300,87000,87000,0.599697,Active,0,OH,"44,160",1
37,189100,99,616,1,899,1958,87000,87000,0.459142,Active,0,MI,"44,476",1
37,202500,90,634,1,662,2603,87000,87000,0.254322,Active,0,NC,"39,000",1
37,196000,80,508,1,1179,1745,90000,87000,0.675645,Active,0,TX,"41,275",1
39,100700,95,718,1,1302,3016,74000,87000,0.431698,Active,0,TX,"41,275",1
43,133000,95,660,1,799,2080,90000,87000,0.384135,Active,0,TX,"41,275",1
37,252900,90,659,0,0,5025,96900,87000,0,Active,0,FL,"40,171",1
42,195700,95,585,1,1094,3392,87000,87000,0.322524,Active,0,TX,"41,275",1
37,197000,100,724,1,1412,3333,87000,87000,0.423642,Active,0,FL,"40,171",1
32,220800,95,724,0,757,2704,87000,87000,0.279956,Active,0,PA,"44,286",1
34,314000,87,776,0,716,1639,96000,87000,0.436852,Active,0,OH,"44,160",1
34,261100,95,656,0,776,3500,88000,87000,0.221714,Active,0,MO,"43,988",1
47,121750,95,667,0,1872,3110,88000,87000,0.601929,Active,0,TX,"41,275",1
50,115900,95,810,1,1303,2600,87000,87000,0.501154,Active,0,FL,"40,171",1
66,106000,75,772,0,759,2709,88000,87000,0.280177,Active,0,PA,"44,286",1
55,212800,95,707,0,710,3777,87000,87000,0.18798,Active,0,WI,"47,220",1
37,110400,74,693,0,1126,4100,87500,87000,0.274634,Active,0,SC,"39,326",1
46,240000,80,744,0,1195,2846,87000,87000,0.419888,Active,0,PA,"44,286",1
37,162000,90,642,0,1500,2814,87001,87001,0.533049,Active,0,IA,"43,042",1
37,168000,80,761,0,1095,2499,90000,87001,0.438175,Active,0,NE,"44,623",1
28,192800,80,660,1,990,2857,88000,87300,0.346517,Active,0,NC,"39,000",1
25,87500,100,714,0,0,4536,90000,87500,0,Active,0,TX,"41,275",0
36,144750,100,604,1,922,2485,88000,87500,0.371026,Active,0,MO,"43,988",1
26,104000,100,779,1,763,4630,88000,87500,0.164795,Active,0,KS,"43,725",1
28,280000,80,726,0,0,5025,89500,87500,0,Active,0,IL,"45,787",1
67,201860,95,745,0,0,2933,87500,87500,0,Active,0,FL,"40,171",1
40,122400,80,679,1,737,2981,89000,87500,0.247232,Active,0,ID,"42,519",1
31,150945,95,692,0,1070,2565,91000,87500,0.417154,Active,0,MS,"33,659",1
23,139500,95,587,1,1526,5340,95000,87500,0.285768,Active,0,AR,"33,948",1
37,78300,88,696,1,743,3195,90000,87500,0.232551,Active,0,MI,"44,476",0
35,189000,90,665,1,994,1733,90000,87500,0.573572,Active,0,FL,"40,171",1
37,151625,80,769,0,1194,2496,91000,87500,0.478365,Active,0,MI,"44,476",1
30,125100,90,628,0,885,3835,95000,87500,0.230769,Active,0,IL,"45,787",1
47,78800,80,740,0,1199,3496,87500,87500,0.342963,Active,0,FL,"40,171",0
25,90000,50,725,0,599,24102,90000,87500,0.024853,Active,0,NC,"39,000",0
45,272000,80,660,0,1810,2600,87500,87500,0.696154,Active,0,TX,"41,275",1
33,113353,52,710,0,719,2230,87500,87500,0.322422,Active,0,SC,"39,326",1
51,147250,95,695,1,0,4800,89000,87629,0,Active,0,TX,"41,275",1
37,169500,92,528,1,1052,2117,88000,87785,0.49693,Active,0,GA,"43,217",1
30,108705,95,715,0,1479,3558,87800,87800,0.415683,Active,0,NC,"39,000",1
34,244444,95,620,0,757,5025,89500,87800,0.150656,Active,0,NC,"39,000",1
38,179450,97,660,0,1064,4280,89000,87900,0.248598,Active,0,FL,"40,171",1
32,243000,100,598,0,1849,3867,88000,87900,0.478148,Active,0,IN,"43,003",1
37,189000,90,719,0,1450,3639,89000,87900,0.398461,Active,0,OH,"44,160",1
70,176000,89,638,1,1780,2696,93000,87900,0.660237,Active,0,TX,"41,275",1
39,119000,100,760,0,2627,6552,89500,88000,0.400946,Active,0,IN,"43,003",1
38,134000,100,768,0,996,3440,90000,88000,0.289535,Active,0,GA,"43,217",1
29,139000,95,616,1,1355,2921,88000,88000,0.463882,Active,0,FL,"40,171",1
46,286250,100,688,1,1154,2640,90000,88000,0.437121,Active,0,MI,"44,476",1
34,255000,100,574,0,1604,3658,90000,88000,0.438491,Active,0,AL,"38,111",1
36,266750,97,708,1,550,1251,100000,88000,0.439648,Active,0,FL,"40,171",1
54,255000,100,608,1,1306,2083,88000,88000,0.62698,Active,0,GA,"43,217",1
37,175750,95,746,0,868,2840,88000,88000,0.305634,Active,0,OH,"44,160",1
39,125900,90,549,1,1933,3706,88000,88000,0.521587,Active,0,MI,"44,476",1
26,118650,95,758,0,1006,2745,88000,88000,0.366485,Active,0,NC,"39,000",1
47,63000,90,619,1,947,3146,88000,88000,0.301017,Active,0,TN,"38,550",0
28,212400,95,748,0,635,5000,90000,88000,0.127,Active,0,FL,"40,171",1
36,277000,80,774,1,932,1440,90000,88000,0.647222,Active,0,IL,"45,787",1
47,68970,95,744,1,785,2340,105000,88000,0.33547,Active,0,FL,"40,171",0
24,136300,95,608,0,900,4033,88000,88000,0.223159,Active,0,AL,"38,111",1
29,174050,95,786,0,665,2856,88000,88000,0.232843,Active,0,WI,"47,220",1
56,202500,90,735,0,0,5025,89000,88000,0,Active,0,AZ,"42,590",1
37,209000,87,759,0,894,2500,88000,88000,0.3576,Active,0,NC,"39,000",1
28,242155,95,689,0,730,1749,92000,88175,0.417381,Active,0,GA,"43,217",1
29,167000,95,744,0,1679,4559,88400,88400,0.368283,Active,0,GA,"43,217",1
53,221200,99,518,1,700,2568,90000,88477,0.272586,Active,0,FL,"40,171",1
47,209900,100,679,1,1090,2662,88500,88500,0.409467,Active,0,ID,"42,519",1
31,276000,100,758,0,829,2051,88500,88500,0.404193,Active,0,OH,"44,160",1
37,112500,100,681,1,1583,2663,88500,88500,0.594442,Active,0,NE,"44,623",1
35,155325,95,765,1,1151,2643,0,88500,0.43549,Active,0,FL,"40,171",1
23,152000,95,641,1,897,30680,88500,88500,0.029237,Active,0,NC,"39,000",1
52,100800,80,709,0,717,2628,90500,88500,0.272831,Active,0,WI,"47,220",1
37,152000,72,658,0,1320,3300,88501,88501,0.4,Active,0,OK,"38,281",1
28,214200,90,677,0,1199,3076,88800,88800,0.389792,Active,0,TN,"38,550",1
26,68000,100,730,0,3043,5267,89000,88900,0.577748,Active,0,NJ,"56,772",0
48,155850,99,775,1,787,1387,89000,89000,0.567412,Active,0,FL,"40,171",1
40,161900,100,723,0,1054,2918,89000,89000,0.361206,Active,0,IN,"43,003",1
27,168500,100,591,1,1150,3500,89000,89000,0.328571,Active,0,TX,"41,275",1
50,130400,98,684,0,1793,6153,89000,89000,0.291403,Active,0,IL,"45,787",1
29,78850,95,652,1,1956,4906,89000,89000,0.398695,Active,0,MI,"44,476",0
37,167800,97,600,1,1487,3552,89000,89000,0.418637,Active,0,AL,"38,111",1
37,279664,100,701,1,0,5025,89000,89000,0,Active,0,FL,"40,171",1
33,135985,87,787,1,878,3333,91500,89000,0.263426,Active,0,MS,"33,659",1
26,145000,97,741,0,809,1906,100000,89000,0.424449,Active,0,TX,"41,275",1
24,218400,80,755,0,902,2553,87900,89000,0.35331,Active,0,TX,"41,275",1
37,233958,100,755,0,790,1769,89000,89000,0.44658,Active,0,LA,"35,523",1
37,160000,70,667,1,917,2123,89000,89000,0.431936,Active,0,FL,"40,171",1
26,138610,97,688,0,1599,5166,89000,89000,0.309524,Active,0,TX,"41,275",1
32,171000,95,649,0,1500,3208,101000,89000,0.467581,Active,0,TX,"41,275",1
44,166000,89,779,0,1196,3816,90000,89000,0.313417,Active,0,NJ,"56,772",1
23,256450,95,783,1,803,2674,91000,89000,0.300299,Active,0,AR,"33,948",1
43,260000,70,777,0,993,1936,95000,89000,0.512913,Active,0,MI,"44,476",1
31,91800,90,750,0,931,3500,90000,89000,0.266,Active,0,WI,"47,220",1
60,98400,80,686,1,5510,10018,89900,89000,0.55001,Active,0,VA,"53,275",1
20,38900,87,682,0,0,8405,90000,89000,0,Active,0,TX,"41,275",0
44,190000,95,584,0,786,1975,89500,89000,0.397975,Active,0,FL,"40,171",1
41,237000,100,682,0,1684,3732,97000,89001,0.451233,Active,0,LA,"35,523",1
37,257000,100,711,0,1526,2315,89001,89001,0.659179,Active,0,MO,"43,988",1
38,181450,95,624,0,1148,2187,89500,89100,0.52492,Active,0,OH,"44,160",1
34,213750,95,686,1,928,5025,92000,89350,0.184688,Active,0,NC,"39,000",1
36,309700,95,662,0,772,5025,90500,89400,0.153642,Active,0,FL,"40,171",1
22,155159,100,660,1,684,2262,92000,89500,0.302387,Active,0,LA,"35,523",1
50,185000,100,763,0,1065,3377,89500,89500,0.315369,Active,0,MI,"44,476",1
31,139500,100,717,0,1932,3355,90000,89500,0.575857,Active,0,PA,"44,286",1
37,137000,100,751,1,1737,3976,89500,89500,0.436871,Active,0,OH,"44,160",1
37,230000,98,636,1,1049,1875,93000,89500,0.559467,Active,0,AL,"38,111",1
50,112100,95,602,1,1368,3793,96000,89500,0.360664,Active,0,TX,"41,275",1
23,105450,95,800,0,529,6583,91000,89600,0.080358,Active,0,MN,"55,914",1
50,178640,102,697,1,1199,3969,90000,89636,0.302091,Active,0,AZ,"42,590",1
37,104712,100,707,0,695,2060,90000,89700,0.337379,Active,0,LA,"35,523",1
42,94000,100,786,0,1445,6918,98000,89750,0.208875,Active,0,TX,"41,275",0
37,221600,80,700,1,664,2631,90000,89780,0.252376,Active,0,KY,"37,396",1
45,126000,97,794,1,774,2700,90000,89900,0.286667,Active,0,CO,"51,022",1
33,137000,100,635,0,1018,2916,90800,89900,0.349108,Active,0,NC,"39,000",1
24,115000,100,591,0,3378,7000,90000,89900,0.482571,Active,0,MO,"43,988",1
47,226751,98,643,0,0,5025,94000,89900,0,Active,0,MI,"44,476",1
37,144000,80,641,1,847,2513,91000,89900,0.337047,Active,0,MI,"44,476",1
37,156900,100,733,0,1811,3750,90000,89900,0.482933,Active,0,OH,"44,160",1
37,175000,100,648,0,892,2417,92000,89900,0.369053,Active,0,GA,"43,217",1
37,116023,80,705,0,1263,2746,95000,89900,0.459942,Active,0,SD,"40,518",1
29,251940,95,531,0,878,2122,91000,89900,0.413761,Active,0,IL,"45,787",1
39,167400,90,719,0,854,2440,94000,89900,0.35,Active,0,IL,"45,787",1
29,97750,95,770,0,880,2283,90000,89900,0.385458,Active,0,FL,"40,171",1
23,148000,90,745,0,1305,2889,90000,89900,0.451713,Active,0,WI,"47,220",1
36,298800,90,583,0,1114,2392,90000,89900,0.465719,Active,0,TN,"38,550",1
23,174400,80,647,1,1155,2554,90000,89900,0.452232,Active,0,AL,"38,111",1
30,171800,95,753,0,885,2875,91000,89900,0.307826,Active,0,AZ,"42,590",1
50,256500,90,623,0,784,2273,92000,89900,0.344919,Active,0,AL,"38,111",1
47,108015,95,551,1,940,2000,91000,89984,0.47,Active,0,GA,"43,217",1
26,128950,100,786,0,1949,5200,95000,90000,0.374808,Active,0,IA,"43,042",1
30,142400,95,643,0,643,4040,94000,90000,0.159158,Active,0,MS,"33,659",1
41,235000,100,727,1,1192,1797,120000,90000,0.663328,Active,0,WA,"48,688",1
58,322700,100,792,1,880,2786,94000,90000,0.315865,Active,0,MO,"43,988",1
31,140000,100,717,0,895,5306,90000,90000,0.168677,Active,0,TX,"41,275",1
24,264500,100,734,0,1177,3164,91500,90000,0.371997,Active,0,OH,"44,160",1
29,99000,100,801,0,1701,6880,94500,90000,0.247238,Active,0,VA,"53,275",1
36,135000,100,650,0,1237,4040,90000,90000,0.306188,Active,0,FL,"40,171",1
31,193500,100,653,0,898,2245,90000,90000,0.4,Active,0,OH,"44,160",1
34,100500,99,679,0,851,3500,90000,90000,0.243143,Active,0,FL,"40,171",1
31,161850,97,653,0,789,5025,90000,90000,0.157025,Active,0,PA,"44,286",1
34,192450,100,709,0,976,2870,90000,90000,0.34007,Active,0,NC,"39,000",1
47,275000,100,655,0,1088,5078,96000,90000,0.214258,Active,0,TN,"38,550",1
31,165445,102,601,1,1207,2338,96500,90000,0.516253,Active,0,MI,"44,476",1
36,140541,102,796,0,1131,2328,91000,90000,0.485825,Active,0,FL,"40,171",1
31,152656,102,726,0,1171,2714,92000,90000,0.431466,Active,0,TN,"38,550",1
75,111000,100,767,1,2032,3333,90000,90000,0.609661,Active,0,LA,"35,523",1
37,191750,90,694,0,3249,8714,91000,90000,0.372848,Active,0,NC,"39,000",1
37,155000,79,794,0,1078,4940,94000,90000,0.218219,Active,0,NC,"39,000",1
37,142400,80,765,0,1156,2669,91000,90000,0.433121,Active,0,NC,"39,000",1
37,154396,86,797,0,1385,4338,92500,90000,0.319272,Active,0,FL,"40,171",1
37,194400,80,620,0,853,2426,99000,90000,0.351608,Active,0,MA,"52,354",1
37,202500,90,662,1,1230,3360,95000,90000,0.366071,Active,0,OR,"42,617",1
45,110000,76,652,0,1347,3207,100000,90000,0.420019,Active,0,DE,"50,152",1
52,272500,90,900,0,796,2333,90000,90000,0.341192,Active,0,NC,"39,000",1
45,76000,95,675,0,862,2569,93000,90000,0.335539,Active,0,NC,"39,000",0
32,102600,95,645,0,1164,2930,90000,90000,0.39727,Active,0,FL,"40,171",1
43,279000,90,560,0,1316,2944,90500,90000,0.447011,Active,0,MO,"43,988",1
34,149625,95,641,0,1358,2469,90000,90000,0.55002,Active,0,FL,"40,171",1
27,131100,95,585,0,1308,2985,94000,90000,0.438191,Active,0,TN,"38,550",1
37,144000,100,753,1,936,3467,96000,90000,0.269974,Active,0,IN,"43,003",1
37,180975,95,610,1,615,1963,92500,90000,0.313296,Active,0,FL,"40,171",1
37,256500,90,580,1,1099,2092,90000,90000,0.525335,Active,0,VA,"53,275",1
37,205000,100,673,0,1940,2392,90000,90000,0.811037,Active,0,WA,"48,688",1
44,104000,100,689,0,1600,4100,90000,90000,0.390244,Active,0,IL,"45,787",1
31,76550,99,758,0,1310,3730,90000,90000,0.351206,Active,0,OH,"44,160",0
26,113050,95,682,0,576,6025,92000,90000,0.095602,Active,0,FL,"40,171",1
37,275080,95,706,0,1065,2019,87700,90000,0.527489,Active,0,FL,"40,171",1
35,106000,80,616,0,1106,3200,92500,90000,0.345625,Active,0,OK,"38,281",1
33,58900,95,690,0,1399,3841,92000,90000,0.364228,Active,0,ND,"39,594",0
40,139500,93,754,0,1466,4235,91000,90000,0.346163,Active,0,MI,"44,476",1
32,87200,80,708,0,1705,4468,90000,90000,0.381603,Active,0,IL,"45,787",0
50,251000,90,660,1,615,1706,95000,90000,0.360492,Active,0,GA,"43,217",1
39,322700,79,697,0,641,2133,90000,90000,0.300516,Active,0,VA,"53,275",1
42,293250,85,772,0,742,3304,123000,90000,0.224576,Active,0,MT,"35,201",1
33,101600,95,651,1,1311,4438,91000,90000,0.295403,Active,0,AR,"33,948",1
40,91200,80,767,0,1582,3612,91000,90000,0.437984,Active,0,MO,"43,988",1
33,227343,90,700,0,1451,3047,90001,90001,0.476206,Active,0,MO,"43,988",1
37,171000,90,705,0,855,4244,90099,90099,0.201461,Active,0,PA,"44,286",1
45,129900,100,674,0,1898,4611,92000,90400,0.411624,Active,0,MO,"43,988",1
46,285455,102,675,1,970,1820,91000,90400,0.532967,Active,0,FL,"40,171",1
34,150052,95,635,0,1019,3537,90500,90500,0.288097,Active,0,VA,"53,275",1
39,180000,90,779,0,740,2348,95600,90500,0.315162,Active,0,OH,"44,160",1
32,173520,90,664,0,1581,3518,91000,90500,0.449403,Active,0,AL,"38,111",1
59,101760,80,669,0,1217,4351,100000,90500,0.279706,Active,0,MS,"33,659",1
38,111600,90,563,1,771,1776,90500,90500,0.434122,Active,0,FL,"40,171",1
37,177100,95,684,0,0,5025,95000,90650,0,Active,0,TX,"41,275",1
38,215950,99,604,1,848,2241,90900,90900,0.378402,Active,0,OH,"44,160",1
37,248000,80,781,0,675,2417,94000,90900,0.279272,Active,0,SC,"39,326",1
46,175200,80,687,0,1737,3104,91000,90900,0.559601,Active,0,FL,"40,171",1
36,237400,95,771,1,951,3509,93000,90979,0.271017,Active,0,GA,"43,217",1
28,164900,98,686,1,721,1560,92000,91000,0.462179,Active,0,FL,"40,171",1
25,177500,100,675,1,713,2354,91000,91000,0.302889,Active,0,VA,"53,275",1
34,175115,100,763,0,1004,2587,92000,91000,0.388094,Active,0,OH,"44,160",1
53,108000,90,747,1,1021,2681,91000,91000,0.380828,Active,0,VA,"53,275",1
37,106200,90,762,0,683,684,96000,91000,0.998538,Active,0,MI,"44,476",1
31,186350,93,731,0,895,1820,91000,91000,0.491758,Active,0,FL,"40,171",1
42,210600,90,619,0,662,2097,91000,91000,0.315689,Active,0,NC,"39,000",1
37,280000,78,660,0,747,2129,91000,91000,0.350869,Active,0,CO,"51,022",1
55,99750,95,636,1,1878,3507,91000,91000,0.5355,Active,0,FL,"40,171",1
41,284400,90,657,1,995,1733,91000,91000,0.574149,Active,0,FL,"40,171",1
36,111250,89,801,1,612,2176,86000,91061,0.28125,Active,0,IA,"43,042",1
50,223799,100,623,0,1376,2404,91500,91190,0.572379,Active,0,GA,"43,217",1
37,85500,90,673,0,1692,9750,91200,91200,0.173538,Active,0,NC,"39,000",0
60,94000,100,667,1,1687,3075,94000,91300,0.548618,Active,0,IN,"43,003",0
35,396000,80,569,1,792,1213,91400,91400,0.652927,Active,0,FL,"40,171",1
29,230867,90,533,1,1317,2360,98500,91494,0.558051,Active,0,NC,"39,000",1
55,260100,100,682,1,1235,2900,91500,91500,0.425862,Active,0,IL,"45,787",1
37,176700,95,674,1,906,2017,92000,91500,0.449182,Active,0,TX,"41,275",1
75,199500,95,596,0,1330,4235,92000,91500,0.31405,Active,0,OH,"44,160",1
29,215940,92,688,0,1250,3518,91500,91500,0.355316,Active,0,OK,"38,281",1
34,86000,100,635,0,1498,3185,94000,91500,0.47033,Active,0,OH,"44,160",0
36,273000,90,547,1,1479,1804,120000,91500,0.819845,Active,0,FL,"40,171",1
37,190000,100,614,0,5411,9835,91500,91500,0.550178,Active,0,IL,"45,787",1
20,117600,79,607,0,2170,3750,93000,91670,0.578667,Active,0,TX,"41,275",1
36,145000,100,576,1,846,3926,92000,91900,0.215487,Active,0,PA,"44,286",1
37,147900,100,773,0,806,2794,92000,91900,0.288475,Active,0,FL,"40,171",1
37,121200,80,697,0,1140,2838,97000,91900,0.401691,Active,0,OH,"44,160",1
30,147000,90,522,1,1997,2916,93000,91900,0.684842,Active,0,TX,"41,275",1
37,172495,85,628,0,1829,2832,93000,91950,0.645833,Active,0,TX,"41,275",1
41,171400,100,673,0,791,3950,93000,92000,0.200253,Active,0,FL,"40,171",1
30,254500,100,643,1,1715,2374,92000,92000,0.722409,Active,0,NJ,"56,772",1
30,189250,100,694,1,1300,1920,95000,92000,0.677083,Active,0,FL,"40,171",1
32,140500,95,754,1,1208,2750,92500,92000,0.439273,Active,0,OK,"38,281",1
27,219000,100,745,0,1334,4568,92000,92000,0.292032,Active,0,IL,"45,787",1
35,305000,79,626,0,1515,3591,100000,92000,0.421888,Active,0,TX,"41,275",1
35,265400,80,767,0,1382,3709,99000,92000,0.372607,Active,0,IN,"43,003",1
38,158850,100,786,1,1364,2500,92000,92000,0.5456,Active,0,FL,"40,171",1
35,249690,102,604,1,1411,2807,92000,92000,0.502672,Active,0,AL,"38,111",1
37,271533,95,763,0,1022,2359,92000,92000,0.433234,Active,0,MI,"44,476",1
37,292000,80,699,1,964,2019,92000,92000,0.477464,Active,0,FL,"40,171",1
37,111920,80,684,0,1314,3024,95000,92000,0.434524,Active,0,TX,"41,275",1
24,107279,91,691,0,788,3000,92000,92000,0.262667,Active,0,UT,"50,614",1
37,265000,100,666,0,1271,3439,124000,92000,0.369584,Active,0,AZ,"42,590",1
37,140000,80,646,0,999,2134,93000,92000,0.468135,Active,0,CA,"49,894",1
37,177000,74,694,0,1292,4052,92000,92000,0.318855,Active,0,NC,"39,000",1
34,234400,80,619,0,946,2500,95000,92000,0.3784,Active,0,FL,"40,171",1
25,79800,95,718,0,915,4157,97000,92000,0.220111,Active,0,PA,"44,286",0
40,186750,90,604,0,1074,3758,100000,92000,0.28579,Active,0,NC,"39,000",1
30,71900,80,714,0,1502,4521,96500,92000,0.332227,Active,0,IL,"45,787",0
30,60000,100,719,0,966,3772,105000,92000,0.256098,Active,0,PA,"44,286",0
45,173850,95,773,1,1122,2721,95000,92000,0.412348,Active,0,OH,"44,160",1
46,207000,90,746,0,1695,2611,93000,92000,0.649177,Active,0,WA,"48,688",1
36,399200,80,658,0,739,5025,92000,92000,0.147074,Active,0,FL,"40,171",1
