Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI_Ratio,Status,OUTCOME,State,Median_state_inc,UPB_Appraisal,F_OUTCOME,I_OUTCOME,P_0,P_1
8,4,2,0,1,4,1,4,3,9,Active,0,FL,1,0,0,0,0.9559318234,0.0440681766
7,9,5,7,0,5,0,3,3,9,Active,0,TN,0,1,0,0,0.9863284065,0.0136715935
9,0,0,7,0,1,2,3,3,2,Active,0,GA,4,0,0,0,0.9767998197,0.0232001803
9,9,8,0,1,1,2,3,3,3,Active,0,VA,8,1,0,0,0.9354168123,0.0645831877
3,8,1,9,1,3,1,3,3,8,Active,0,CA,7,1,0,0,0.9908836794,0.0091163206
7,3,4,2,1,4,2,3,3,7,Active,0,MN,9,0,0,0,0.9696752605,0.0303247395
5,9,4,1,0,1,1,3,3,5,Active,0,GA,4,1,0,0,0.9292993178,0.0707006822
7,7,8,0,0,3,0,3,3,9,Active,0,GA,4,1,0,0,0.9340864558,0.0659135442
2,4,8,3,0,8,8,4,3,6,Active,0,AL,0,1,0,0,0.9802853637,0.0197146363
3,6,1,6,0,0,1,3,3,1,Active,0,AL,0,1,0,0,0.9680607902,0.0319392098
4,2,9,0,0,1,4,3,3,0,Active,0,GA,4,0,0,0,0.9154406066,0.0845593934
5,2,1,6,0,2,3,3,3,3,Active,0,GA,4,0,0,0,0.9754151846,0.0245848154
5,4,4,7,1,3,2,3,3,4,Active,0,OR,3,1,0,0,0.9866194494,0.0133805506
8,7,2,2,0,3,6,3,3,1,Active,0,FL,1,1,0,0,0.9543171772,0.0456828228
0,8,4,0,1,3,3,3,3,3,Active,0,MI,6,1,0,0,0.9498988635,0.0501011365
5,7,4,1,0,5,1,3,3,8,Active,0,GA,4,1,0,0,0.9574878504,0.0425121496
2,6,4,1,1,6,5,3,3,6,Active,0,TX,2,1,0,0,0.9718114726,0.0281885274
2,4,8,0,1,9,7,4,3,8,Active,0,NC,0,0,0,0,0.9770256162,0.0229743838
0,3,8,5,0,6,4,3,3,6,Active,0,GA,4,0,0,0,0.9824545141,0.0175454859
2,9,8,2,0,5,6,3,3,4,Active,0,NV,7,1,0,0,0.9647208777,0.0352791223
1,4,8,3,0,6,7,3,3,3,Active,0,TX,2,0,0,0,0.9743495415,0.0256504585
3,9,4,1,1,2,0,4,3,8,Active,0,GA,4,1,0,0,0.9526508364,0.0473491636
5,9,2,0,1,3,0,3,3,8,Active,0,NC,0,1,0,0,0.9498988635,0.0501011365
5,7,8,2,0,4,3,3,3,5,Active,0,KS,4,1,0,0,0.9598405962,0.0401594038
8,6,2,7,0,6,2,3,3,9,Active,0,OR,3,1,0,0,0.9880299584,0.0119700416
9,9,1,2,1,6,2,3,3,9,Active,0,GA,4,1,0,0,0.9766668636,0.0233331364
6,5,2,2,1,5,7,3,3,2,Active,0,FL,1,1,0,0,0.9733935353,0.0266064647
2,2,4,4,0,5,4,3,3,4,Active,0,FL,1,0,0,0,0.975792705,0.024207295
5,9,8,0,1,2,0,3,3,9,Active,0,GA,4,1,0,0,0.9430891581,0.0569108419
1,2,8,3,1,5,8,3,3,2,Active,0,TX,2,0,0,0,0.9779825945,0.0220174055
9,7,1,0,0,5,4,3,3,5,Active,0,IN,3,1,0,0,0.9488505121,0.0511494879
7,4,1,7,0,5,4,3,3,5,Active,0,GA,4,1,0,0,0.9863284065,0.0136715935
5,2,4,3,1,7,3,3,3,9,Active,0,NJ,9,0,0,0,0.983092274,0.016907726
8,9,3,1,0,3,2,3,3,6,Active,0,GA,4,1,0,0,0.9450725976,0.0549274024
1,7,8,5,1,5,2,3,3,7,Active,0,OH,5,1,0,0,0.9849573264,0.0150426736
2,5,5,1,1,1,0,3,3,7,Active,0,IN,3,1,0,0,0.9461939896,0.0538060104
2,5,8,4,0,6,5,3,3,6,Active,0,TN,0,1,0,0,0.9787773048,0.0212226952
1,9,4,0,1,3,1,3,3,7,Active,0,NC,0,1,0,0,0.9498988635,0.0501011365
1,1,8,7,1,3,4,3,3,3,Active,0,OH,5,0,0,0,0.9866194494,0.0133805506
3,9,8,4,1,1,4,3,3,1,Active,0,AR,0,1,0,0,0.9692053474,0.0307946526
1,8,5,9,0,3,2,3,3,6,Active,0,MO,4,1,0,0,0.9878409037,0.0121590963
5,9,8,3,1,1,0,3,3,6,Active,0,VA,8,1,0,0,0.9628563395,0.0371436605
5,6,4,0,1,1,1,3,3,4,Active,0,DC,3,1,0,0,0.9354168123,0.0645831877
7,6,1,5,0,1,6,3,3,0,Active,0,LA,0,1,0,0,0.9661726537,0.0338273463
9,1,2,0,0,4,1,3,3,9,Active,0,GA,4,0,0,0,0.9419070301,0.0580929699
5,8,1,2,1,1,0,3,3,8,Active,0,NC,0,1,0,0,0.9552587679,0.0447412321
3,5,4,0,0,1,1,4,3,5,Active,0,NC,0,1,0,0,0.9154406066,0.0845593934
6,4,4,0,0,5,2,3,3,8,Active,0,GA,4,1,0,0,0.9488505121,0.0511494879
2,5,8,9,0,5,6,3,3,3,Active,0,GA,4,1,0,0,0.9906845129,0.0093154871
5,7,8,0,0,1,0,3,3,7,Active,0,GA,4,1,0,0,0.9154406066,0.0845593934
1,2,4,1,1,2,3,3,3,2,Active,0,GA,4,0,0,0,0.9526508364,0.0473491636
2,7,2,0,1,2,2,3,3,5,Active,0,GA,4,1,0,0,0.9430891581,0.0569108419
5,8,8,1,0,8,4,3,3,9,Active,0,GA,4,1,0,0,0.9712077381,0.0287922619
1,7,8,0,1,3,0,3,3,8,Active,0,GA,4,1,0,0,0.9498988635,0.0501011365
7,5,4,9,0,3,3,3,3,4,Active,0,MS,0,1,0,0,0.9878409037,0.0121590963
3,8,8,2,0,3,6,3,3,1,Active,0,AZ,3,1,0,0,0.9543171772,0.0456828228
2,1,1,1,1,5,5,3,3,3,Active,0,AL,0,0,0,0,0.9678793992,0.0321206008
5,3,8,7,1,5,4,3,3,6,Active,0,OR,3,0,0,0,0.9897457509,0.0102542491
1,1,8,0,1,3,2,3,3,6,Active,0,FL,1,0,0,0,0.9498988635,0.0501011365
1,2,8,3,0,9,7,4,3,8,Active,0,OH,5,0,0,0,0.9827258541,0.0172741459
8,8,8,7,0,9,6,3,3,9,Active,0,CA,7,1,0,0,0.9919756399,0.0080243601
5,6,2,8,0,1,1,3,3,3,Active,0,FL,1,1,0,0,0.9808129468,0.0191870532
8,1,2,0,0,4,3,3,3,6,Active,0,IL,6,0,0,0,0.9419070301,0.0580929699
7,3,4,3,0,5,4,3,3,5,Active,0,MD,9,0,0,0,0.9707608562,0.0292391438
2,7,4,6,1,2,2,3,3,3,Active,0,IL,6,1,0,0,0.9815092529,0.0184907471
5,4,8,1,1,4,4,3,3,4,Active,0,MD,9,1,0,0,0.9634194791,0.0365805209
0,4,4,3,0,3,2,3,3,5,Active,0,WA,7,1,0,0,0.9620682925,0.0379317075
7,9,1,1,0,1,0,3,3,8,Active,0,NC,0,1,0,0,0.9292993178,0.0707006822
9,1,4,5,0,6,6,3,3,5,Active,0,TX,2,0,0,0,0.9824545141,0.0175454859
5,7,1,1,0,2,0,3,3,7,Active,0,GA,4,1,0,0,0.9376499679,0.0623500321
9,7,1,0,0,2,2,3,3,4,Active,0,NC,0,1,0,0,0.9252965625,0.0747034375
7,6,4,7,0,1,1,3,3,2,Active,0,GA,4,1,0,0,0.9767998197,0.0232001803
9,6,5,6,0,1,2,3,3,3,Active,0,AZ,3,1,0,0,0.9719713016,0.0280286984
6,7,8,2,1,0,5,3,3,0,Active,0,TX,2,1,0,0,0.9491385688,0.0508614312
5,8,4,5,0,4,3,3,3,5,Active,0,OR,3,1,0,0,0.9771565759,0.0228434241
6,7,1,0,1,5,0,4,3,9,Active,0,NC,0,1,0,0,0.9612679421,0.0387320579
3,7,4,0,1,6,4,3,3,6,Active,0,FL,1,1,0,0,0.9659809163,0.0340190837
0,7,8,3,0,4,1,3,3,9,Active,0,FL,1,1,0,0,0.9666872539,0.0333127461
7,9,8,9,0,4,0,3,3,9,Active,0,AZ,3,1,0,0,0.9893562432,0.0106437568
3,7,8,0,0,3,4,3,3,3,Active,0,TN,0,1,0,0,0.9340864558,0.0659135442
3,9,8,1,0,2,3,4,3,2,Active,0,VA,8,1,0,0,0.9376499679,0.0623500321
0,5,6,8,0,8,8,3,3,6,Active,0,OH,5,1,0,0,0.9924348117,0.0075651883
0,4,5,8,0,2,4,3,3,1,Active,0,OH,5,1,0,0,0.9831892472,0.0168107528
1,4,6,7,0,1,3,3,3,1,Active,0,IL,6,1,0,0,0.9767998197,0.0232001803
1,4,6,7,0,1,7,3,3,0,Active,0,OK,0,0,0,0,0.9767998197,0.0232001803
3,1,8,1,0,8,9,4,3,3,Active,0,TX,2,0,0,0,0.9712077381,0.0287922619
3,8,8,2,0,1,1,3,3,5,Active,0,MI,6,1,0,0,0.9410329863,0.0589670137
3,4,8,5,0,1,1,3,3,3,Active,0,MD,9,0,0,0,0.9661726537,0.0338273463
0,4,6,4,1,3,4,3,3,2,Active,0,VA,8,1,0,0,0.9763026448,0.0236973552
5,9,3,2,1,1,0,3,3,6,Active,0,MO,4,1,0,0,0.9552587679,0.0447412321
0,5,8,2,0,2,2,3,3,5,Active,0,FL,1,1,0,0,0.9480751782,0.0519248218
2,0,9,6,0,6,1,3,3,9,Active,0,AZ,3,0,0,0,0.9855040178,0.0144959822
1,2,8,6,0,1,4,4,3,1,Active,0,WI,7,0,0,0,0.9719713016,0.0280286984
5,0,1,3,0,4,2,3,3,7,Active,0,TX,2,0,0,0,0.9666872539,0.0333127461
5,7,2,0,0,5,9,4,3,0,Active,0,MD,9,1,0,0,0.9488505121,0.0511494879
5,8,8,2,0,9,6,3,3,9,Active,0,IN,3,1,0,0,0.979104303,0.020895697
5,0,8,1,0,8,7,3,3,7,Active,0,TX,2,0,0,0,0.9712077381,0.0287922619
3,6,5,0,1,0,1,4,3,3,Active,0,GA,4,1,0,0,0.9267904239,0.0732095761
5,9,1,9,0,3,0,3,3,9,Active,0,TN,0,1,0,0,0.9878409037,0.0121590963
5,4,1,6,0,1,5,3,3,0,Active,0,TX,2,1,0,0,0.9719713016,0.0280286984
5,8,4,4,0,9,6,3,3,9,Active,0,FL,1,1,0,0,0.9857288824,0.0142711176
5,1,0,6,1,1,0,3,3,7,Active,0,MN,9,0,0,0,0.9789005716,0.0210994284
5,5,1,2,0,4,3,3,3,6,Active,0,AL,0,1,0,0,0.9598405962,0.0401594038
7,7,8,6,0,4,3,3,3,5,Active,0,VA,8,1,0,0,0.9811091854,0.0188908146
1,2,3,3,0,7,6,3,3,6,Active,0,OH,5,0,0,0,0.9775079725,0.0224920275
9,1,1,1,0,9,9,3,3,6,Active,0,CA,7,0,0,0,0.9747430021,0.0252569979
5,7,4,6,0,3,3,4,3,4,Active,0,LA,0,1,0,0,0.9784453019,0.0215546981
5,4,8,4,0,1,1,3,3,4,Active,0,GA,4,1,0,0,0.9592246932,0.0407753068
5,7,8,0,1,2,1,3,3,7,Active,0,FL,1,1,0,0,0.9430891581,0.0569108419
5,9,8,9,0,2,6,4,3,1,Active,0,NJ,9,1,0,0,0.9861128553,0.0138871447
9,9,2,9,1,1,0,3,3,7,Active,0,IL,6,1,0,0,0.9881001368,0.0118998632
9,6,8,1,0,5,3,3,3,7,Active,0,IL,6,1,0,0,0.9574878504,0.0425121496
8,5,4,1,1,5,3,4,3,7,Active,0,FL,1,1,0,0,0.9678793992,0.0321206008
1,5,5,3,0,1,2,3,3,2,Active,0,CO,8,1,0,0,0.9509221477,0.0490778523
5,0,2,7,0,7,7,3,3,6,Active,0,TX,2,0,0,0,0.9895219866,0.0104780134
0,2,5,9,0,1,7,3,3,0,Active,0,OH,5,0,0,0,0.9841431591,0.0158568409
9,1,4,4,1,6,5,3,3,6,Active,0,TX,2,0,0,0,0.9840515993,0.0159484007
7,3,2,8,0,5,4,3,3,5,Active,0,VA,8,0,0,0,0.9887123417,0.0112876583
4,4,3,9,0,7,3,3,3,9,Active,0,AZ,3,0,0,0,0.9928678976,0.0071321024
2,4,1,7,0,2,4,3,3,1,Active,0,MI,6,1,0,0,0.9796628368,0.0203371632
8,7,4,3,0,4,1,5,3,8,Active,0,IL,6,1,0,0,0.9666872539,0.0333127461
0,0,2,5,0,8,9,3,3,4,Active,0,MD,9,0,0,0,0.9865406577,0.0134593423
5,6,8,9,0,1,0,3,3,5,Active,0,TN,0,1,0,0,0.9841431591,0.0158568409
5,3,0,3,0,1,1,3,3,6,Active,0,TN,0,0,0,0,0.9509221477,0.0490778523
3,8,0,7,0,1,1,3,3,4,Active,0,FL,1,1,0,0,0.9767998197,0.0232001803
7,5,4,3,0,4,0,4,3,9,Active,0,MO,4,0,0,0,0.9666872539,0.0333127461
0,5,4,9,1,3,2,3,3,6,Active,0,GA,4,1,0,0,0.9908836794,0.0091163206
9,6,4,8,0,2,1,3,3,6,Active,0,IN,3,1,0,0,0.9831892472,0.0168107528
7,6,1,8,0,2,5,3,3,1,Active,0,SC,1,1,0,0,0.9831892472,0.0168107528
0,3,1,0,1,1,2,3,3,2,Active,0,TN,0,0,0,0,0.9354168123,0.0645831877
2,4,1,5,1,7,7,3,3,5,Active,0,NY,5,1,0,0,0.9884674357,0.0115325643
3,6,9,3,1,6,3,3,3,8,Active,0,NC,0,1,0,0,0.9807025349,0.0192974651
8,3,8,3,0,6,1,3,3,9,Active,0,ID,3,0,0,0,0.9743495415,0.0256504585
6,5,9,4,0,3,2,3,3,6,Active,0,UT,8,1,0,0,0.9685476021,0.0314523979
5,0,4,1,0,7,6,5,3,5,Active,0,GA,4,0,0,0,0.9671942914,0.0328057086
8,9,2,5,0,2,1,3,3,7,Active,0,GA,4,1,0,0,0.9703072504,0.0296927496
0,3,8,0,0,4,2,3,3,7,Active,0,NC,0,0,0,0,0.9419070301,0.0580929699
7,5,9,1,0,3,1,3,3,6,Active,0,GA,4,1,0,0,0.9450725976,0.0549274024
0,3,8,7,0,4,7,3,3,1,Active,0,SC,1,0,0,0,0.9843887993,0.0156112007
5,1,1,1,1,8,7,3,3,7,Active,0,GA,4,0,0,0,0.9783215665,0.0216784335
5,4,8,5,1,6,5,4,3,6,Active,0,TX,2,0,0,0,0.9868272425,0.0131727575
5,8,1,2,0,1,6,3,3,0,Active,0,NC,0,1,0,0,0.9410329863,0.0589670137
2,2,6,8,1,3,5,3,3,2,Active,0,TN,0,0,0,0,0.9889532035,0.0110467965
3,7,2,2,1,4,5,3,3,3,Active,0,MO,4,1,0,0,0.9696752605,0.0303247395
2,4,6,3,0,5,1,3,3,9,Active,0,GA,4,1,0,0,0.9707608562,0.0292391438
8,3,8,0,0,2,3,3,3,3,Active,0,GA,4,0,0,0,0.9252965625,0.0747034375
2,3,2,1,1,1,3,3,3,1,Active,0,GA,4,0,0,0,0.9461939896,0.0538060104
1,6,8,6,0,3,3,4,3,3,Active,0,GA,4,1,0,0,0.9784453019,0.0215546981
5,1,1,0,0,3,2,3,3,5,Active,0,GA,4,0,0,0,0.9340864558,0.0659135442
2,7,9,9,0,5,1,3,3,9,Active,0,AZ,3,1,0,0,0.9906845129,0.0093154871
2,5,2,4,0,8,6,3,3,7,Active,0,FL,1,1,0,0,0.9837056251,0.0162943749
8,8,8,1,1,1,0,3,3,6,Active,0,OH,5,1,0,0,0.9461939896,0.0538060104
1,8,8,0,0,3,2,3,3,5,Active,0,GA,4,1,0,0,0.9340864558,0.0659135442
1,2,8,0,1,8,6,3,3,8,Active,0,GA,4,0,0,0,0.9738012661,0.0261987339
8,4,9,0,0,3,1,3,3,7,Active,0,GA,4,0,0,0,0.9340864558,0.0659135442
3,3,1,8,0,4,1,3,3,9,Active,0,FL,1,0,0,0,0.9871065254,0.0128934746
5,3,4,7,0,1,3,3,3,1,Active,0,MN,9,0,0,0,0.9767998197,0.0232001803
8,6,6,0,0,2,3,3,3,3,Active,0,GA,4,1,0,0,0.9252965625,0.0747034375
3,6,4,8,0,1,3,3,3,1,Active,0,TX,2,1,0,0,0.9808129468,0.0191870532
7,5,8,6,0,1,4,3,3,1,Active,0,AZ,3,1,0,0,0.9719713016,0.0280286984
5,7,8,7,1,6,1,3,3,9,Active,0,TX,2,1,0,0,0.9910258535,0.0089741465
1,4,8,8,0,4,7,4,3,2,Active,0,MO,4,0,0,0,0.9871065254,0.0128934746
2,6,8,5,0,4,3,3,3,6,Active,0,MO,4,1,0,0,0.9771565759,0.0228434241
0,2,5,3,0,4,7,3,3,1,Active,0,MA,8,0,0,0,0.9666872539,0.0333127461
3,1,4,3,0,2,6,3,3,0,Active,0,TX,2,0,0,0,0.9568374871,0.0431625129
6,0,4,7,0,2,5,3,3,1,Active,0,IL,6,0,0,0,0.9796628368,0.0203371632
0,5,5,6,0,5,3,3,3,6,Active,0,OH,5,1,0,0,0.983449416,0.016550584
5,4,4,6,0,6,5,3,3,5,Active,0,TX,2,0,0,0,0.9855040178,0.0144959822
9,2,2,4,0,8,5,3,3,8,Active,0,NC,0,0,0,0,0.9837056251,0.0162943749
1,9,1,0,1,3,1,3,3,8,Active,0,GA,4,1,0,0,0.9498988635,0.0501011365
9,6,1,8,0,4,1,3,3,8,Active,0,NY,5,1,0,0,0.9871065254,0.0128934746
5,5,8,6,0,3,1,3,3,7,Active,0,NV,7,1,0,0,0.9784453019,0.0215546981
4,2,8,3,1,3,5,3,3,2,Active,0,GA,4,0,0,0,0.971373685,0.028626315
5,6,2,0,0,4,0,3,3,9,Active,0,GA,4,1,0,0,0.9419070301,0.0580929699
8,6,6,6,0,6,6,4,3,5,Active,0,VA,8,1,0,0,0.9855040178,0.0144959822
7,2,5,3,0,1,3,4,3,2,Active,0,MI,6,0,0,0,0.9509221477,0.0490778523
2,9,8,0,1,6,6,3,3,5,Active,0,GA,4,1,0,0,0.9659809163,0.0340190837
1,6,4,3,0,8,6,3,3,8,Active,0,FL,1,1,0,0,0.9802853637,0.0197146363
4,9,8,2,1,2,2,3,3,4,Active,0,VA,8,1,0,0,0.9606730326,0.0393269674
7,5,4,8,0,4,4,3,3,5,Active,0,GA,4,1,0,0,0.9871065254,0.0128934746
3,5,8,5,0,7,7,3,3,4,Active,0,TX,2,1,0,0,0.9846306936,0.0153693064
1,3,8,0,0,7,7,3,3,5,Active,0,SC,1,0,0,0,0.9604475797,0.0395524203
7,3,4,8,0,4,2,4,3,7,Active,0,GA,4,0,0,0,0.9871065254,0.0128934746
5,1,4,7,0,1,0,3,3,7,Active,0,FL,1,0,0,0,0.9767998197,0.0232001803
9,3,1,5,0,3,5,3,3,1,Active,0,VA,8,0,0,0,0.9739501153,0.0260498847
9,0,0,6,1,6,7,3,3,3,Active,0,NC,0,0,0,0,0.989125154,0.010874846
5,9,3,0,0,6,3,3,3,8,Active,0,TX,2,1,0,0,0.9550037301,0.0449962699
0,6,8,4,0,2,5,3,3,1,Active,0,TN,0,1,0,0,0.9641770275,0.0358229725
0,4,5,2,1,5,3,3,3,6,Active,0,WA,7,1,0,0,0.9733935353,0.0266064647
9,4,8,0,1,6,4,3,3,7,Active,0,GA,4,0,0,0,0.9659809163,0.0340190837
5,3,2,3,1,4,4,3,3,3,Active,0,KS,4,0,0,0,0.9748891,0.0251109
1,6,3,2,1,6,3,3,3,8,Active,0,FL,1,1,0,0,0.9766668636,0.0233331364
4,6,5,2,1,6,2,3,3,8,Active,0,GA,4,1,0,0,0.9766668636,0.0233331364
9,9,1,6,1,9,6,3,3,9,Active,0,FL,1,1,0,0,0.9927124892,0.0072875108
0,5,4,7,1,6,7,3,3,3,Active,0,OK,0,1,0,0,0.9910258535,0.0089741465
2,6,4,0,1,3,3,3,3,3,Active,0,GA,4,1,0,0,0.9498988635,0.0501011365
2,7,1,0,0,1,0,3,3,9,Active,0,GA,4,1,0,0,0.9154406066,0.0845593934
9,5,4,0,1,1,2,4,3,2,Active,0,GA,4,1,0,0,0.9354168123,0.0645831877
3,3,4,6,0,8,6,3,3,8,Active,0,MO,4,0,0,0,0.9888879993,0.0111120007
0,9,8,9,0,1,2,3,3,2,Active,0,NC,0,1,0,0,0.9841431591,0.0158568409
7,5,8,0,1,1,2,3,3,3,Active,0,GA,4,1,0,0,0.9354168123,0.0645831877
0,6,8,9,1,4,4,3,3,3,Active,0,OH,5,1,0,0,0.9920228722,0.0079771278
7,4,4,6,0,0,1,3,3,2,Active,0,NC,0,1,0,0,0.9680607902,0.0319392098
0,7,8,4,1,2,0,4,3,7,Active,0,PA,5,1,0,0,0.9729796351,0.0270203649
5,8,1,6,0,1,1,3,3,6,Active,0,FL,1,1,0,0,0.9719713016,0.0280286984
1,2,9,2,0,6,6,3,3,5,Active,0,IL,6,0,0,0,0.9690272314,0.0309727686
0,0,5,2,0,1,8,3,3,0,Active,0,NC,0,0,0,0,0.9410329863,0.0589670137
5,7,8,9,0,7,3,3,3,8,Active,0,WA,7,1,0,0,0.9928678976,0.0071321024
0,7,4,2,0,7,2,3,3,9,Active,0,IL,6,1,0,0,0.9728227374,0.0271772626
7,9,2,1,0,2,6,3,3,0,Active,0,MD,9,1,0,0,0.9376499679,0.0623500321
8,5,1,2,0,7,6,3,3,7,Active,0,TX,2,1,0,0,0.9728227374,0.0271772626
0,8,1,6,0,1,2,3,3,2,Active,0,TN,0,1,0,0,0.9719713016,0.0280286984
8,9,1,9,0,1,0,4,3,6,Active,0,LA,0,1,0,0,0.9841431591,0.0158568409
0,9,4,8,0,3,3,3,3,3,Active,0,IL,6,1,0,0,0.985275663,0.014724337
6,5,1,3,1,4,1,4,3,9,Active,0,FL,1,1,0,0,0.9748891,0.0251109
5,0,1,0,1,4,3,3,3,5,Active,0,TX,2,0,0,0,0.9559318234,0.0440681766
5,5,8,0,0,2,2,4,3,5,Active,0,GA,4,1,0,0,0.9252965625,0.0747034375
4,8,3,6,1,7,3,3,3,9,Active,0,TX,2,1,0,0,0.9904819847,0.0095180153
8,6,4,7,1,6,2,3,3,9,Active,0,VA,8,1,0,0,0.9910258535,0.0089741465
8,1,9,1,0,2,2,3,4,3,Active,0,GA,4,0,0,0,0.9376499679,0.0623500321
8,3,1,1,0,3,1,3,4,7,Active,0,FL,1,0,0,0,0.9450725976,0.0549274024
7,8,6,9,0,5,3,3,4,6,Active,0,IL,6,1,0,0,0.9906845129,0.0093154871
2,5,5,0,0,1,4,4,4,1,Active,0,GA,4,1,0,0,0.9154406066,0.0845593934
4,4,8,6,1,8,8,4,4,5,Active,0,VA,8,1,0,0,0.991670952,0.008329048
8,2,5,9,1,1,2,3,4,2,Active,0,MA,8,0,0,0,0.9881001368,0.0118998632
9,9,8,2,1,5,2,3,4,8,Active,0,FL,1,1,0,0,0.9733935353,0.0266064647
4,5,9,4,0,1,6,3,4,0,Active,0,WA,7,1,0,0,0.9592246932,0.0407753068
5,6,8,6,1,4,2,3,4,7,Active,0,VA,8,1,0,0,0.985812358,0.014187642
5,2,0,6,0,8,6,3,4,7,Active,0,ID,3,0,0,0,0.9888879993,0.0111120007
5,6,4,3,1,5,3,3,4,7,Active,0,GA,4,1,0,0,0.9779825945,0.0220174055
0,2,2,3,1,4,1,3,4,8,Active,0,NJ,9,0,0,0,0.9748891,0.0251109
8,8,4,3,1,3,1,3,4,7,Active,0,FL,1,1,0,0,0.971373685,0.028626315
3,2,4,8,0,4,6,3,4,2,Active,0,GA,4,0,0,0,0.9871065254,0.0128934746
6,7,1,9,0,0,0,4,4,2,Active,0,NY,5,1,0,0,0.9818992174,0.0181007826
2,2,4,0,0,5,2,4,4,7,Active,0,GA,4,0,0,0,0.9488505121,0.0511494879
5,5,8,7,0,6,3,3,4,8,Active,0,MN,9,1,0,0,0.9880299584,0.0119700416
1,1,8,1,1,2,1,3,4,6,Active,0,NC,0,0,0,0,0.9526508364,0.0473491636
7,8,8,0,0,4,3,3,4,5,Active,0,GA,4,1,0,0,0.9419070301,0.0580929699
5,4,8,4,0,1,7,3,4,0,Active,0,WI,7,0,0,0,0.9592246932,0.0407753068
7,5,1,0,1,6,3,3,4,8,Active,0,TX,2,1,0,0,0.9659809163,0.0340190837
8,1,4,9,0,7,4,3,4,8,Active,0,WA,7,0,0,0,0.9928678976,0.0071321024
2,5,4,0,0,3,1,3,4,6,Active,0,GA,4,1,0,0,0.9340864558,0.0659135442
7,4,8,6,0,6,3,3,4,7,Active,0,OH,5,1,0,0,0.9855040178,0.0144959822
2,9,8,5,0,1,0,3,4,9,Active,0,WI,7,1,0,0,0.9661726537,0.0338273463
1,3,6,4,0,2,5,4,4,1,Active,0,MD,9,0,0,0,0.9641770275,0.0358229725
5,1,4,5,1,4,2,3,4,7,Active,0,TX,2,0,0,0,0.9828265891,0.0171734109
0,6,5,6,1,6,5,3,4,6,Active,0,KS,4,1,0,0,0.989125154,0.010874846
7,2,2,8,0,1,4,3,4,0,Active,0,AZ,3,0,0,0,0.9808129468,0.0191870532
1,4,9,9,0,1,3,3,4,1,Active,0,PA,5,1,0,0,0.9841431591,0.0158568409
7,0,5,8,0,5,4,3,4,5,Active,0,NC,0,0,0,0,0.9887123417,0.0112876583
5,1,0,1,0,6,7,3,4,2,Active,0,FL,1,0,0,0,0.9626429163,0.0373570837
5,6,4,2,1,2,3,3,4,3,Active,0,MA,8,1,0,0,0.9606730326,0.0393269674
5,6,2,2,0,4,2,3,4,6,Active,0,TX,2,1,0,0,0.9598405962,0.0401594038
5,2,8,9,1,2,6,3,4,0,Active,0,IL,6,0,0,0,0.9895835098,0.0104164902
5,8,4,7,0,4,1,3,4,9,Active,0,NV,7,1,0,0,0.9843887993,0.0156112007
8,0,4,0,0,0,0,3,4,3,Active,0,GA,4,0,0,0,0.9044186335,0.0955813665
2,5,2,2,0,8,6,3,4,9,Active,0,NJ,9,1,0,0,0.97616457,0.02383543
7,7,5,8,0,2,2,3,4,4,Active,0,WI,7,1,0,0,0.9831892472,0.0168107528
5,7,2,1,0,3,3,4,4,4,Active,0,GA,4,1,0,0,0.9450725976,0.0549274024
3,8,4,7,0,1,0,3,4,7,Active,0,GA,4,1,0,0,0.9767998197,0.0232001803
8,3,4,8,0,0,1,3,4,1,Active,0,MN,9,0,0,0,0.9781082214,0.0218917786
3,2,0,6,0,8,4,3,4,8,Active,0,TN,0,0,0,0,0.9888879993,0.0111120007
5,4,5,0,0,0,1,3,4,2,Active,0,NC,0,1,0,0,0.9044186335,0.0955813665
2,6,1,2,1,4,1,3,4,7,Active,0,FL,1,1,0,0,0.9696752605,0.0303247395
8,1,4,0,1,3,3,3,4,4,Active,0,FL,1,0,0,0,0.9498988635,0.0501011365
8,5,2,0,1,4,1,4,4,8,Active,0,NC,0,1,0,0,0.9559318234,0.0440681766
1,8,4,6,0,3,6,3,4,1,Active,0,MS,0,1,0,0,0.9784453019,0.0215546981
3,6,8,0,1,1,1,3,4,4,Active,0,GA,4,1,0,0,0.9354168123,0.0645831877
9,9,4,0,0,1,0,3,4,6,Active,0,GA,4,1,0,0,0.9154406066,0.0845593934
8,5,6,1,0,6,7,3,4,3,Active,0,GA,4,1,0,0,0.9626429163,0.0373570837
8,6,8,0,1,3,2,3,4,5,Active,0,GA,4,1,0,0,0.9498988635,0.0501011365
7,4,8,3,0,7,8,4,4,3,Active,0,TX,2,0,0,0,0.9775079725,0.0224920275
0,7,1,1,1,8,4,3,4,9,Active,0,FL,1,1,0,0,0.9783215665,0.0216784335
3,8,5,0,0,5,2,3,4,9,Active,0,GA,4,1,0,0,0.9488505121,0.0511494879
9,2,9,7,0,2,3,3,4,2,Active,0,IL,6,0,0,0,0.9796628368,0.0203371632
9,4,5,2,1,4,4,3,4,4,Active,0,NE,6,1,0,0,0.9696752605,0.0303247395
2,8,4,1,0,3,3,3,4,5,Active,0,IN,3,1,0,0,0.9450725976,0.0549274024
